학교명,학교급구분,설립형태,교육지원청명,위도,경도
서울남부초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48511944,126.9221838
서울봉현초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.49124068,126.9555874
서울삼정초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.58050843,126.8104937
서울덕의초등학교,초등학교,공립,서울특별시남부교육지원청,37.50605683,126.857346
서울대도초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.49260076,127.0533774
서울신동초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.51713004,127.0113904
서울창림초등학교,초등학교,공립,서울특별시북부교육지원청,37.64323708,127.0416041
서울연지초등학교,초등학교,공립,서울특별시북부교육지원청,37.63319251,127.0595343
서울보광초등학교,초등학교,공립,서울특별시중부교육지원청,37.53254047,126.9963946
서울가양초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.56221719,126.8585216
서울종암초등학교,초등학교,공립,서울특별시동부교육지원청,37.58230741,127.0318564
서울을지초등학교,초등학교,공립,서울특별시북부교육지원청,37.65058885,127.0730918
서울상수초등학교,초등학교,공립,서울특별시북부교육지원청,37.65110502,127.0647586
서울숭인초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.6091602,127.0382341
서울일신초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.59881357,127.0401072
서울묵현초등학교,초등학교,공립,서울특별시동부교육지원청,37.6090804,127.0736243
서울상계초등학교,초등학교,공립,서울특별시북부교육지원청,37.65962546,127.066495
서울선유초등학교,초등학교,공립,서울특별시남부교육지원청,37.53287919,126.8927768
서울신중초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.48015788,127.0093433
서울숭곡초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.60840947,127.0328151
서울서신초등학교,초등학교,공립,서울특별시서부교육지원청,37.59229405,126.9073823
서울금산초등학교,초등학교,공립,서울특별시남부교육지원청,37.44144269,126.9080871
서울화곡초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.54366962,126.8464717
서울금동초등학교,초등학교,공립,서울특별시남부교육지원청,37.44773848,126.9163989
성신초등학교,초등학교,사립,서울특별시성북강북교육지원청,37.59462313,127.0231285
서울두산초등학교,초등학교,공립,서울특별시남부교육지원청,37.46754839,126.8909461
서울방화초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.56870373,126.8074982
서울대동초등학교,초등학교,공립,서울특별시남부교육지원청,37.49370503,126.9001194
서울영동초등학교,초등학교,공립,서울특별시남부교육지원청,37.52700691,126.9077034
서울방이초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.51343915,127.1204994
서울미아초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.61058761,127.0216444
은석초등학교,초등학교,사립,서울특별시동부교육지원청,37.57855999,127.0757616
서울영희초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.4923004,127.0811328
서울용산초등학교,초등학교,공립,서울특별시중부교육지원청,37.53561344,126.9725506
서울버들초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.51028143,127.0889992
서울청담초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.52828187,127.045153
서울배봉초등학교,초등학교,공립,서울특별시동부교육지원청,37.58008416,127.0668719
서울면북초등학교,초등학교,공립,서울특별시동부교육지원청,37.59441816,127.1035478
서울관악초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48102565,126.9425545
서울미동초등학교,초등학교,공립,서울특별시서부교육지원청,37.56335057,126.9658506
서울은천초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.4865852,126.9426791
서울양화초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.5436693,126.873986
서울청파초등학교,초등학교,공립,서울특별시중부교육지원청,37.5473049,126.9635439
서울대모초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.48059845,127.0859938
경희초등학교,초등학교,사립,서울특별시동부교육지원청,37.59394914,127.054891
서울신남성초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48815254,126.96487
서울선곡초등학교,초등학교,공립,서울특별시북부교육지원청,37.61869442,127.0578029
서울원명초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.50079587,127.0167076
서울도림초등학교,초등학교,공립,서울특별시남부교육지원청,37.50750302,126.9072907
서울백산초등학교,초등학교,공립,서울특별시남부교육지원청,37.44673975,126.905146
서울삼육초등학교,초등학교,사립,서울특별시동부교육지원청,37.5887715,127.0471713
서울소의초등학교,초등학교,공립,서울특별시서부교육지원청,37.55278186,126.9606556
서울성산초등학교,초등학교,공립,서울특별시서부교육지원청,37.55342789,126.9109504
서울개화초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.57394373,126.8046464
서울미성초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.47833997,126.9123923
서울대영초등학교,초등학교,공립,서울특별시남부교육지원청,37.50267937,126.9063367
서울가재울초등학교,초등학교,공립,서울특별시서부교육지원청,37.57376442,126.9183891
서울탑동초등학교,초등학교,공립,서울특별시남부교육지원청,37.45251655,126.9153675
서울수암초등학교,초등학교,공립,서울특별시북부교육지원청,37.64769283,127.0814646
서울신묵초등학교,초등학교,공립,서울특별시동부교육지원청,37.60652285,127.0758358
서울금옥초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54632146,127.0176012
서울청계초등학교,초등학교,공립,서울특별시북부교육지원청,37.64503406,127.0661389
서울도신초등학교,초등학교,공립,서울특별시남부교육지원청,37.49926789,126.9007141
서울당산초등학교,초등학교,공립,서울특별시남부교육지원청,37.54011912,126.8962411
서울수송초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.63732397,127.0332067
서울여의도초등학교,초등학교,공립,서울특별시남부교육지원청,37.52320482,126.9367944
서울경인초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.53287102,126.8856957
서울율현초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.47451551,127.1082848
서울오류초등학교,초등학교,공립,서울특별시남부교육지원청,37.49752741,126.84203
서울독산초등학교,초등학교,공립,서울특별시남부교육지원청,37.46565691,126.8997128
서울난곡초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.4691282,126.9163416
서울전곡초등학교,초등학교,공립,서울특별시동부교육지원청,37.58070429,127.0560124
서울봉은초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.52008269,127.0609329
서울광남초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54078809,127.1006653
홍익대학교사범대학부속초등학교,초등학교,사립,서울특별시서부교육지원청,37.55964474,126.9132084
서울동구로초등학교,초등학교,공립,서울특별시남부교육지원청,37.49407053,126.8927802
서울옥정초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54230974,127.0157855
서울난우초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.47711829,126.9176525
서울남사초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48194349,126.9782341
서울세륜초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.51855781,127.1341633
서울신우초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.46326397,126.9325353
서울신남초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.51652866,126.8447962
서울금양초등학교,초등학교,공립,서울특별시중부교육지원청,37.54094231,126.9618319
서울봉래초등학교,초등학교,공립,서울특별시중부교육지원청,37.55641234,126.9652506
서울용두초등학교,초등학교,공립,서울특별시동부교육지원청,37.57641309,127.0283872
서울홍제초등학교,초등학교,공립,서울특별시서부교육지원청,37.59350546,126.9454205
서울숭미초등학교,초등학교,공립,서울특별시북부교육지원청,37.65102344,127.0279443
서울수유초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.63124966,127.0202924
서울삼선초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.58714152,127.0126718
서울은평초등학교,초등학교,공립,서울특별시서부교육지원청,37.60230404,126.9340336
서울금화초등학교,초등학교,공립,서울특별시서부교육지원청,37.56882755,126.9629414
서울세곡초등학교,초등학교,공립,서울특별시남부교육지원청,37.5050561,126.8491198
서울양명초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.51637495,126.8566349
서울창일초등학교,초등학교,공립,서울특별시북부교육지원청,37.64765764,127.0476085
서울문교초등학교,초등학교,공립,서울특별시남부교육지원청,37.46672027,126.9088159
서울석촌초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.50263063,127.1052122
서울포이초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.47591562,127.0525106
서울서이초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.49156467,127.025618
서울새솔초등학교,초등학교,공립,서울특별시동부교육지원청,37.61798909,127.1113284
서울우암초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.47229555,127.0237234
서울양천초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.57018817,126.8395397
서울잠현초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.52258587,127.1047786
서울동교초등학교,초등학교,공립,서울특별시서부교육지원청,37.55862448,126.9024006
서울대길초등학교,초등학교,공립,서울특별시남부교육지원청,37.49811236,126.9131739
서울삼일초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48823549,126.9751016
서울구현초등학교,초등학교,공립,서울특별시서부교육지원청,37.60984462,126.9057958
서울중원초등학교,초등학교,공립,서울특별시북부교육지원청,37.64398229,127.0627832
서울송파초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.50713737,127.111119
서울신화초등학교,초등학교,공립,서울특별시북부교육지원청,37.63319504,127.0408842
서울용강초등학교,초등학교,공립,서울특별시서부교육지원청,37.54910215,126.9440443
서울서초초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.49904877,127.0248915
서울영중초등학교,초등학교,공립,서울특별시남부교육지원청,37.5241433,126.9036955
선일초등학교,초등학교,사립,서울특별시서부교육지원청,37.62030421,126.9119931
서울청덕초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.61203173,127.0003334
서울대현초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.50372159,127.0635654
서울상곡초등학교,초등학교,공립,서울특별시북부교육지원청,37.66290401,127.0620747
서울망우초등학교,초등학교,공립,서울특별시동부교육지원청,37.59873698,127.1038418
서울연희초등학교,초등학교,공립,서울특별시서부교육지원청,37.56904593,126.9341423
서울매헌초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.47126248,127.0420698
유석초등학교,초등학교,사립,서울특별시강서양천교육지원청,37.56080588,126.8537249
서울목운초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.52700952,126.8730442
서울노원초등학교,초등학교,공립,서울특별시북부교육지원청,37.67359347,127.0584544
서울풍납초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.53440483,127.1172037
서울화일초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.54072601,126.8474076
운현초등학교,초등학교,사립,서울특별시중부교육지원청,37.57663053,126.9881575
서울홍은초등학교,초등학교,공립,서울특별시서부교육지원청,37.59754027,126.949458
서울남성초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48459498,126.9754874
중앙대학교사범대학부속초등학교,초등학교,사립,서울특별시동작관악교육지원청,37.50545264,126.9596777
서울청구초등학교,초등학교,공립,서울특별시중부교육지원청,37.55911668,127.0137244
서울길원초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.60906464,127.0167996
서울신미림초등학교,초등학교,공립,서울특별시남부교육지원청,37.50714192,126.8795527
서울묵동초등학교,초등학교,공립,서울특별시동부교육지원청,37.60335949,127.0808272
서울잠신초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.51411407,127.0879435
서울방학초등학교,초등학교,공립,서울특별시북부교육지원청,37.66393373,127.032748
서울증산초등학교,초등학교,공립,서울특별시서부교육지원청,37.58256527,126.9042764
서울대은초등학교,초등학교,공립,서울특별시서부교육지원청,37.61236712,126.9258698
서울공덕초등학교,초등학교,공립,서울특별시서부교육지원청,37.54580335,126.9548231
서울양진초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54457517,127.0983249
서울흑석초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.50829272,126.9651701
서울오현초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.62341912,127.0465761
서울개포초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.48623864,127.0698266
서울풍성초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.52629486,127.1134884
서울개롱초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.49736261,127.1398881
서울신양초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.53462395,127.0699953
서울경일초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.5409419,127.0466051
서울등현초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.56145118,126.8475984
서울불암초등학교,초등학교,공립,서울특별시북부교육지원청,37.65078442,127.0806018
서울정릉초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.61979605,127.0052561
서울신현초등학교,초등학교,공립,서울특별시동부교육지원청,37.60581459,127.0935852
서울인헌초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.47675499,126.9598639
서울방배초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.4867641,126.9871924
서울탑산초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.56701719,126.8523683
서울강신초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.54209971,126.8295837
서울공항초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.56302167,126.8216459
서울중광초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.56524214,127.082693
서울서래초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.496404,126.9901565
서울이태원초등학교,초등학교,공립,서울특별시중부교육지원청,37.53647771,126.9876727
서울남산초등학교,초등학교,공립,서울특별시중부교육지원청,37.55978374,126.9867556
서울용원초등학교,초등학교,공립,서울특별시북부교육지원청,37.62992285,127.0689401
서울효제초등학교,초등학교,공립,서울특별시중부교육지원청,37.57268283,127.003491
서울당중초등학교,초등학교,공립,서울특별시남부교육지원청,37.52628923,126.8894135
서울성서초등학교,초등학교,공립,서울특별시서부교육지원청,37.56059575,126.9109242
서울신월초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.54036551,126.8394555
서울수서초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.49115148,127.1015496
서울천왕초등학교,초등학교,공립,서울특별시남부교육지원청,37.48145598,126.8370629
서울연가초등학교,초등학교,공립,서울특별시서부교육지원청,37.5795632,126.9173292
서울이수초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.47837133,126.9844171
서울정수초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.60377489,127.0077189
서울상원초등학교,초등학교,공립,서울특별시북부교육지원청,37.66763033,127.0597173
서울면목초등학교,초등학교,공립,서울특별시동부교육지원청,37.5906966,127.0872878
서울대치초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.49127807,127.0621964
서울구일초등학교,초등학교,공립,서울특별시남부교육지원청,37.49319187,126.8734727
서울가곡초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.55570761,126.8361031
서울정덕초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.59823995,127.0134213
서울신창초등학교,초등학교,공립,서울특별시북부교육지원청,37.63659186,127.0420843
서울화계초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.62388498,127.0297162
서울장안초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54987645,127.0724025
서울혜화초등학교,초등학교,공립,서울특별시중부교육지원청,37.58863443,127.0002536
서울구남초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.53709659,127.0922888
서울용암초등학교,초등학교,공립,서울특별시중부교육지원청,37.5453029,126.9894348
서울신석초등학교,초등학교,공립,서울특별시서부교육지원청,37.54453582,126.9377793
서울학동초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.51226106,127.0395978
서울성원초등학교,초등학교,공립,서울특별시서부교육지원청,37.56698252,126.9050853
서울한서초등학교,초등학교,공립,서울특별시서부교육지원청,37.55364783,126.9497788
서울오류남초등학교,초등학교,공립,서울특별시남부교육지원청,37.48968652,126.8391127
서울신도림초등학교,초등학교,공립,서울특별시남부교육지원청,37.51198439,126.8832546
서울용마초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.55782735,127.0835274
서울고현초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.55668291,127.1695273
서울창도초등학교,초등학교,공립,서울특별시북부교육지원청,37.66413487,127.048784
서울송원초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.55415927,127.0695262
서울언주초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.486322,127.036793
서울동원초등학교,초등학교,공립,서울특별시동부교육지원청,37.60457824,127.1044913
서울남정초등학교,초등학교,공립,서울특별시중부교육지원청,37.53567383,126.9648037
동산초등학교,초등학교,사립,서울특별시중부교육지원청,37.55702679,127.0167183
서울누원초등학교,초등학교,공립,서울특별시북부교육지원청,37.68723271,127.0492672
리라초등학교,초등학교,사립,서울특별시중부교육지원청,37.5578197,126.9879121
서울유현초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.63234717,127.011421
서울신은초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.51391281,126.8321696
서울동의초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.55342244,127.0990473
서울원효초등학교,초등학교,공립,서울특별시중부교육지원청,37.53616126,126.9515453
서울숭례초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.59452119,127.0352972
서울상현초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.49487439,126.9526884
서울초당초등학교,초등학교,공립,서울특별시북부교육지원청,37.65862783,127.0219562
서울인왕초등학교,초등학교,공립,서울특별시서부교육지원청,37.59023007,126.9448045
서울동신초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.58328787,127.017058
서울연신초등학교,초등학교,공립,서울특별시서부교육지원청,37.62605996,126.9277513
서울내발산초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.55088255,126.8381642
서울대명초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.54766615,127.1532897
서울덕암초등학교,초등학교,공립,서울특별시북부교육지원청,37.66816023,127.0812564
서울공릉초등학교,초등학교,공립,서울특별시북부교육지원청,37.61861443,127.0746314
서울서일초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.48529778,127.0221598
서울개일초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.48621414,127.0577406
서울발산초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.55026244,126.8309944
서울진관초등학교,초등학교,공립,서울특별시서부교육지원청,37.64543483,126.9292124
서울고척초등학교,초등학교,공립,서울특별시남부교육지원청,37.50094829,126.8569791
서울청룡초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.47672527,126.9512057
서울석계초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.60881368,127.0697321
서울행림초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48280761,126.9649643
서울송중초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.61700008,127.0314657
서울군자초등학교,초등학교,공립,서울특별시동부교육지원청,37.56412232,127.0605233
서울신흥초등학교,초등학교,공립,서울특별시남부교육지원청,37.45934816,126.9093508
서울자양초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.53698824,127.0797396
서울북한산초등학교,초등학교,공립,서울특별시서부교육지원청,37.65363208,126.9504624
서울신북초등학교,초등학교,공립,서울특별시서부교육지원청,37.57110496,126.9053603
서울동답초등학교,초등학교,공립,서울특별시동부교육지원청,37.57150142,127.0640341
서울태릉초등학교,초등학교,공립,서울특별시북부교육지원청,37.6231024,127.0850589
서울신가초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.5003628,127.1198778
서울신목초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.51661098,126.8726408
서울방산초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.50955532,127.1210892
광운초등학교,초등학교,사립,서울특별시성북강북교육지원청,37.61906522,127.0550771
서울백운초등학교,초등학교,공립,서울특별시북부교육지원청,37.65264151,127.0136725
서울고산초등학교,초등학교,공립,서울특별시남부교육지원청,37.49897255,126.8647727
서울계상초등학교,초등학교,공립,서울특별시북부교육지원청,37.66219777,127.0686777
서울신상도초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.50034802,126.9446159
서울후암초등학교,초등학교,공립,서울특별시중부교육지원청,37.55136541,126.9817243
서울홍연초등학교,초등학교,공립,서울특별시서부교육지원청,37.58211871,126.9306604
서울사근초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.562685,127.047545
서울덕수초등학교,초등학교,공립,서울특별시중부교육지원청,37.56908888,126.9746579
서울북가좌초등학교,초등학교,공립,서울특별시서부교육지원청,37.57722021,126.9077782
서울서강초등학교,초등학교,공립,서울특별시서부교육지원청,37.54869715,126.9268512
서울마장초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.56830949,127.042128
서울송전초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.50881326,127.0951265
서울양강초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.52423449,126.8478515
서울안평초등학교,초등학교,공립,서울특별시동부교육지원청,37.56596821,127.0720334
숭의초등학교,초등학교,사립,서울특별시중부교육지원청,37.55785307,126.9874816
서울문현초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.48279092,127.1302223
신광초등학교,초등학교,사립,서울특별시중부교육지원청,37.54289988,126.9694475
서울서교초등학교,초등학교,공립,서울특별시서부교육지원청,37.55488903,126.9243787
서울계남초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.51016776,126.8600159
서울목원초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.54291947,126.8824459
서울영서초등학교,초등학교,공립,서울특별시남부교육지원청,37.48896082,126.8955833
서울성수초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54433609,127.0631674
서울숭덕초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.6038198,127.013291
서울안암초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.5871587,127.0220989
서울길동초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.5385062,127.1449729
서울홍파초등학교,초등학교,공립,서울특별시동부교육지원청,37.58622252,127.0395199
서울안산초등학교,초등학교,공립,서울특별시서부교육지원청,37.57916901,126.9522097
서울영본초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.51129869,126.9486724
서울영신초등학교,초등학교,공립,서울특별시남부교육지원청,37.51017196,126.9181917
서울홍릉초등학교,초등학교,공립,서울특별시동부교육지원청,37.59068752,127.0477051
서울온수초등학교,초등학교,공립,서울특별시남부교육지원청,37.49400506,126.8259667
경기초등학교,초등학교,사립,서울특별시서부교육지원청,37.56511029,126.9628606
서울삼각산초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.61614897,127.0145684
서울도곡초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.49951141,127.0544655
서울언북초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.52012517,127.0447158
계성초등학교,초등학교,사립,서울특별시강남서초교육지원청,37.5049159,126.9968257
화랑초등학교,초등학교,사립,서울특별시북부교육지원청,37.62878266,127.0889915
서울신자초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.53027881,127.0755876
서울응봉초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.55025339,127.0338297
서울월정초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.53499419,126.8362936
충암초등학교,초등학교,사립,서울특별시서부교육지원청,37.58571154,126.9216219
서울대왕초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.46462117,127.1055912
서울행현초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.55770899,127.029368
서울상경초등학교,초등학교,공립,서울특별시북부교육지원청,37.67050507,127.0516742
서울연천초등학교,초등학교,공립,서울특별시서부교육지원청,37.62134929,126.9299179
서울장충초등학교,초등학교,공립,서울특별시중부교육지원청,37.55991095,127.0117048
서울동호초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54777448,127.0110373
서울삼전초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.50169984,127.0932689
서울대신초등학교,초등학교,공립,서울특별시서부교육지원청,37.55795026,126.9480572
한양초등학교,초등학교,사립,서울특별시성동광진교육지원청,37.5607855,127.0439774
서울대방초등학교,초등학교,공립,서울특별시남부교육지원청,37.50290012,126.9190202
서울염동초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.55209548,126.8723509
서울상신초등학교,초등학교,공립,서울특별시서부교육지원청,37.59755372,126.9046049
서울시흥초등학교,초등학교,공립,서울특별시남부교육지원청,37.45534062,126.9046393
서울개운초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.60183902,127.0275962
서울영원초등학교,초등학교,공립,서울특별시남부교육지원청,37.51071936,126.9021825
서울구로초등학교,초등학교,공립,서울특별시남부교육지원청,37.49746187,126.8865543
서울지향초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.51283768,126.8370238
서울한산초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.52869458,127.1410769
명지초등학교,초등학교,사립,서울특별시서부교육지원청,37.58362994,126.9282315
서울북성초등학교,초등학교,공립,서울특별시서부교육지원청,37.55963212,126.9518349
예일초등학교,초등학교,사립,서울특별시서부교육지원청,37.6109459,126.9147928
서울대청초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.4931481,127.0877673
매원초등학교,초등학교,사립,서울특별시성북강북교육지원청,37.59767468,127.0191869
서울창원초등학교,초등학교,공립,서울특별시북부교육지원청,37.65264409,127.0399799
서울창천초등학교,초등학교,공립,서울특별시서부교육지원청,37.55491782,126.9392951
서울백석초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.55364765,126.8624258
서울상암초등학교,초등학교,공립,서울특별시서부교육지원청,37.57633795,126.8923219
서울반원초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.510312,127.0040536
서울압구정초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.53173911,127.0308441
